Class,Order,Family,Species,FishBase Common name,All Common Name/s Aus/Global English (FishBase),AFD Preferred Common Name
Osteichthyes,Atheriniformes,Melanotaeniidae,Melanotaenia splendida,Eastern rainbowfish ,"Checkered rainbowfish (English), Desert rainbowfish (English), East Queensland rainbow fish (English), Eastern rainbow fish (English), Eastern rainbowfish (English), McDonald ranges rainbow fish (English), Northern sunfish (English), Splendid rainbowfish (English)",Eastern Rainbowfish
Osteichthyes,Atheriniformes,Melanotaeniidae,Melanotaenia trifasciata,Banded rainbowfish ,"Banded rainbowfish (English), Goyder river rainbowfish (English), Striped sunfish (English), Three-banded sun-fish (English)",Banded Rainbowfish
Osteichthyes,Atheriniformes,Melanotaeniidae,Melanotaenia utcheensis,Utchee rainbowfish ,Utchee rainbowfish (English),Utchee Rainbowfish
Osteichthyes,Atheriniformes,Melanotaeniidae,Rhadinocentrus ornatus,Ornate rainbowfish ,"Blue spotted sunfish (English), Moreton Island sunfish (English), Neon light sunfish (English), Ornate rainbowfish (English), Porthole fish (English), Soft-spined rainbowfish (English), Soft-spined sunfish (English), Southern soft-spined sunfish (English), Southern sunfish (English)",Ornate Rainbowfish
Osteichthyes,Atheriniformes,Pseudomugilidae,Pseudomugil cyanodorsalis,Blueback blue-eye ,"Blueback blue eye (English), Blueback blue-eye (English)",Blueback Blue Eye
Osteichthyes,Atheriniformes,Pseudomugilidae,Pseudomugil gertrudae,Spotted blue-eye ,"Gertrude's blue eye (English), Northern blue-eye (English), Spotted blue eye (English), Spotted blue-eye (English)",Spotted Blue Eye
Osteichthyes,Atheriniformes,Pseudomugilidae,Pseudomugil inconspicuus,Inconspicuous blue-eye ,"Inconspicuous blue eye (English), Inconspicuous blue-eye (English)",Inconspicuous Blue Eye
Osteichthyes,Atheriniformes,Pseudomugilidae,Pseudomugil mellis,Honey blue eye ,"Honey blue eye (English), Honey blue-eye (English)",Honey Blue Eye
Osteichthyes,Atheriniformes,Pseudomugilidae,Pseudomugil signifer,Pacific blue eye ,"Blue eye (English), Island blue-eye (English), Northern blue eye (English), Pacific blue eye (English), Pacific blue-eye (English), Southern blue-eye (English)",Pacific Blue Eye
Osteichthyes,Atheriniformes,Pseudomugilidae,Pseudomugil tenellus,Delicate blue-eye ,"Arnhem land blue-eye (English), Delicate blue eye (English), Delicate blue-eye (English)",Delicate Blue Eye
Osteichthyes,Atheriniformes,Pseudomugilidae,Scaturiginichthys vermeilipinnis,Redfin blue eye ,"Redfin blue eye (English), Red-finned blue-eye (English), Redfinned blue-eye (English)",Redfin Blue Eye
Osteichthyes,Aulopiformes,Alepisauridae,Alepisaurus brevirostris,Short snouted lancetfish ,"Shortnose lancetfish (English), Shortsnout lancetfish (English), Shortsnouted handsawfish (English)",Shortnose Lancetfish
Osteichthyes,Aulopiformes,Alepisauridae,Alepisaurus ferox,Long snouted lancetfish ,"Lancet fish (English), Longnose lancetfish (English)",Longnose Lancetfish
Osteichthyes,Aulopiformes,Alepisauridae,Omosudis lowii,Omosudid ,"Hammerjaw (English), Omosudid (English)",Hammerjaw
Osteichthyes,Aulopiformes,Aulopidae,Hime curtirostris,Shortsnout threadsail ,Shortsnout threadsail (English),Shortsnout Threadsail
Osteichthyes,Aulopiformes,Aulopidae,Hime formosana,,,
Osteichthyes,Aulopiformes,Aulopidae,Hime pyrhistion,Flaming flagfin ,Flaming flagfin (English),
Osteichthyes,Aulopiformes,Aulopidae,Latropiscis purpurissatus,Sergeant baker ,Sergeant baker (English),Sergeant Baker
Osteichthyes,Aulopiformes,Aulopidae,Leptaulopus damasi,,,
Osteichthyes,Aulopiformes,Aulopidae,Leptaulopus erythrozonatus,Duckbill flagfin ,Duckbill flagfin (English),
Osteichthyes,Aulopiformes,Bathysauridae,Bathysaurus ferox,Deep-sea lizardfish ,Deepsea lizardfish (English),Deepsea Lizardfish
Osteichthyes,Aulopiformes,Bathysauroididae,Bathysauroides gigas,Pale deepsea lizardfish ,Pale deepsea lizardfish (English),Pale Deepsea Lizardfish
Osteichthyes,Aulopiformes,Chlorophthalmidae,Chlorophthalmus agassizi,Shortnose greeneye ,Shortnose greeneye (English),
Osteichthyes,Aulopiformes,Chlorophthalmidae,Chlorophthalmus nigromarginatus,Blackedge greeneye ,Blackedge greeneye (English),Blackedge Greeneye
Osteichthyes,Aulopiformes,Evermannellidae,Coccorella atlantica,Atlantic sabretooth ,Atlantic sabretooth (English),Atlantic Sabretooth
Osteichthyes,Aulopiformes,Evermannellidae,Evermannella balbo,Balbo sabretooth ,Balbo sabretooth (English),Balbo Sabretooth
Osteichthyes,Aulopiformes,Evermannellidae,Evermannella indica,Indian sabretooth ,Indian sabretooth (English),Indian Sabretooth
Osteichthyes,Aulopiformes,Giganturidae,Gigantura chuni,Gigantura ,"Chun's telescopefish (English), Gigantura (English)",Chun's Telescopefish
Osteichthyes,Aulopiformes,Giganturidae,Gigantura indica,Telescopefish ,"Indian telescopefish (English), Telescopefish (English)",Indian Telescopefish
Osteichthyes,Aulopiformes,Ipnopidae,Bathypterois grallator,Tripodfish ,"Tripod fish (English), Tripod spiderfish (English)",Tripod Spiderfish
Osteichthyes,Aulopiformes,Ipnopidae,Bathypterois guentheri,Tribute spiderfish ,Tribute spiderfish (English),Tribute Spiderfish
Osteichthyes,Aulopiformes,Ipnopidae,Bathypterois longifilis,Feeler fish ,"Feeler fish (English), Longray spiderfish (English)",Longray Spiderfish
Osteichthyes,Aulopiformes,Ipnopidae,Bathypterois longipes,Abyssal spiderfish ,Abyssal spiderfish (English),Abyssal Spiderfish
Osteichthyes,Aulopiformes,Ipnopidae,Bathypterois ventralis,Ventrad spiderfish ,Ventrad spiderfish (English),Ventrad Spiderfish
Osteichthyes,Aulopiformes,Ipnopidae,Bathysauropsis gracilis,Black lizardfish ,"Black deepsea lizardfish (English), Black lizardfish (English)",
Osteichthyes,Aulopiformes,Ipnopidae,Ipnops agassizii,Grideye fish ,"Grideye fish (English), Grideye spiderfish (English)",Grideye Spiderfish
Osteichthyes,Aulopiformes,Ipnopidae,Ipnops murrayi,,,
Osteichthyes,Aulopiformes,Lestidiidae,Lestidiops indopacificus,Indo-Pacific barracudina ,Indo-Pacific barracudina (English),Indo-Pacific Barracudina
Osteichthyes,Aulopiformes,Lestidiidae,Lestidiops jayakari,Pacific barracudina ,Pacific barracudina (English),Pacific Barracudina
Osteichthyes,Aulopiformes,Lestidiidae,Lestidium atlanticum,Atlantic barracudina ,Atlantic barracudina (English),Atlantic Barracudina
Osteichthyes,Aulopiformes,Lestidiidae,Lestidium nudum,Deep water pike smelt ,"Deep water pike smelt (English), Naked barracudina (English)",Naked Barracudina
Osteichthyes,Aulopiformes,Lestidiidae,Lestrolepis japonica,Japanese barracudina ,Japanese barracudina (English),Japanese Barracudina
Osteichthyes,Aulopiformes,Lestidiidae,Macroparalepis macrogeneion,Longfin barracudina ,Longfin barracudina (English),Longfin Barracudina
Osteichthyes,Aulopiformes,Notosudidae,Luciosudis normani,Paperbones ,Norman's waryfish (English),Norman's Waryfish
Osteichthyes,Aulopiformes,Notosudidae,Scopelosaurus ahlstromi,Ahlstrom's waryfish ,Ahlstrom's waryfish (English),Ahlstrom's Waryfish
Osteichthyes,Aulopiformes,Notosudidae,Scopelosaurus hamiltoni,Smallscale waryfish ,Smallscale waryfish (English),Smallscale Waryfish
Osteichthyes,Aulopiformes,Notosudidae,Scopelosaurus hoedti,Hoedt's waryfish ,Hoedt's waryfish (English),Hoedt's Waryfish
Osteichthyes,Aulopiformes,Notosudidae,Scopelosaurus mauli,Maul's waryfish ,Maul's waryfish (English),Maul's Waryfish
Osteichthyes,Aulopiformes,Notosudidae,Scopelosaurus meadi,Blackring waryfish ,"Blackring waryfish (English), Mead's lizardfish (English), Meads wearyfish (English)",Blackring Waryfish
Osteichthyes,Aulopiformes,Paralepididae,Anotopterus vorax,Southern ocean daggertooth ,"South Ocean daggertooth (English), South ocean daggertooth (English), Southern daggertooth (English), Southern ocean daggertooth (English)",Southern Daggertooth
Osteichthyes,Aulopiformes,Paralepididae,Arctozenus risso,Spotted barracudina ,"Ribbon barracudina (English), Spotted barracudina (English)",Ribbon Barracudina
Osteichthyes,Aulopiformes,Paralepididae,Magnisudis atlantica,Duckbill barracudina ,,
Osteichthyes,Aulopiformes,Paralepididae,Magnisudis prionosa,Southern barracudina ,"Duckbill barracudina (English), Southern barracudina (English)",Duckbill Barracudina
Osteichthyes,Aulopiformes,Paralepididae,Stemonosudis elegans,Tailspot barracudina ,Tailspot barracudina (English),Tailspot Barracudina
Osteichthyes,Aulopiformes,Paralepididae,Stemonosudis macrura,,Sharpchin barracudina (English),Sharpchin Barracudina
Osteichthyes,Aulopiformes,Paralepididae,Stemonosudis rothschildi,Rothschild's barracudina ,Rothschild's barracudina (English),Rothschild's Barracudina
Osteichthyes,Aulopiformes,Paralepididae,Sudis hyalina,,,
Osteichthyes,Aulopiformes,Paraulopidae,Paraulopus balteatus,Banded cucumberfish ,Banded cucumberfish (English),
Osteichthyes,Aulopiformes,Paraulopidae,Paraulopus brevirostris,Shortsnout cucumberfish ,Shortsnout cucumberfish (English),
Osteichthyes,Aulopiformes,Paraulopidae,Paraulopus longianalis,Longfin Cucumberfish ,Longfin Cucumberfish (English),
Osteichthyes,Aulopiformes,Paraulopidae,Paraulopus melanogrammus,Blackline cucumberfish ,Blackline cucumberfish (English),Blackline Cucumberfish
Osteichthyes,Aulopiformes,Paraulopidae,Paraulopus melanostomus,Licoricemouth cucumberfish ,Licoricemouth cucumberfish (English),
Osteichthyes,Aulopiformes,Paraulopidae,Paraulopus nigripinnis,Cucumber fish ,"Blacktip cucumberfish (English), Cucumber fish (English), Greeneyes (English)",Blacktip Cucumberfish
Osteichthyes,Aulopiformes,Paraulopidae,Paraulopus novaeseelandiae,,,
Osteichthyes,Aulopiformes,Paraulopidae,Paraulopus okamurai,Piedtip cucumberfish ,Piedtip cucumberfish (English),Piedtip Cucumberfish
Osteichthyes,Aulopiformes,Pseudotrichonotidae,Pseudotrichonotus belos,Dart sand-diving lizardfish ,Dart sand-diving lizardfish (English),
Osteichthyes,Aulopiformes,Scopelarchidae,Benthalbella infans,Zugmayer's pearleye ,"Childish pearleye (English), Zugmayer's pearleye (English)",Childish Pearleye
Osteichthyes,Aulopiformes,Scopelarchidae,Rosenblattichthys alatus,Winged pearleye ,Winged pearleye (English),Winged Pearleye
Osteichthyes,Aulopiformes,Scopelarchidae,Scopelarchoides danae,Dana pearleye ,Dana pearleye (English),Dana Pearleye
Osteichthyes,Aulopiformes,Scopelarchidae,Scopelarchoides kreffti,Twin-striped pearleye ,Twin-striped pearleye (English),
Osteichthyes,Aulopiformes,Scopelarchidae,Scopelarchus analis,Short fin pearleye ,Shortfin pearleye (English),Shortfin Pearleye
Osteichthyes,Aulopiformes,Scopelarchidae,Scopelarchus guentheri,Staring pearleye ,Staring pearleye (English),Staring Pearleye
Osteichthyes,Aulopiformes,Synodontidae,Harpadon translucens,Glassy Bombay duck ,"Bombay duck (English), Ghost grinner (English), Glassy Bombay duck (English)",Glassy Bombay Duck
Osteichthyes,Aulopiformes,Synodontidae,Saurida argentea,Shortfin saury ,"Shortfin saury (English), Short-finned lizardfish (English)",Shortfin Saury
Osteichthyes,Aulopiformes,Synodontidae,Saurida elongata,Slender lizardfish ,"Long grinner (English), Slender lizardfish (English), Slender saury (English)",
Osteichthyes,Aulopiformes,Synodontidae,Saurida filamentosa,Threadfin saury ,"Filamentosus saury (English), Thread-fin grinner (English), Threadfin saury (English)",Threadfin Saury
Osteichthyes,Aulopiformes,Synodontidae,Saurida gracilis,Gracile lizardfish ,"Gracile lizardfish (English), Gracile saury (English), Slender lizardfish (English), Slender grinner (English), Slender saury (English)",Gracile Saury
Osteichthyes,Aulopiformes,Synodontidae,Saurida longimanus,Longfin lizardfish ,"Longfin lizardfish (English), Longfin saury (English), Long-finned lizardfish (English)",Longfin Saury
Osteichthyes,Aulopiformes,Synodontidae,Saurida macrolepis,,,
Osteichthyes,Aulopiformes,Synodontidae,Saurida micropectoralis,Shortfin lizardfish ,"Shortfin lizardfish (English), Short-finned lizardfish (English)",
Osteichthyes,Aulopiformes,Synodontidae,Saurida nebulosa,Clouded lizardfish ,"Blotched saury (English), Clouded lizardfish (English), Clouded saury (English), Nebulous lizardfish (English)",Clouded Saury
Osteichthyes,Aulopiformes,Synodontidae,Saurida tumbil,Greater lizardfish ,"Common saury (English), Common grinner (English), Greater lizardfish (English), Sand smelt (English), Silver saury (English), Yellow-banded grinner (English)",
Osteichthyes,Aulopiformes,Synodontidae,Saurida undosquamis,Brushtooth lizardfish ,"Brushtooth lizardfish (English), Checkered lizardfish (English), Grey saury (English), Large scale grinner (English), Largescale saury (English), Saury (English)",Largescale Saury
Osteichthyes,Aulopiformes,Synodontidae,Saurida wanieso,Wanieso lizardfish ,"Wanieso lizardfish (English), Wanieso saury (English)",
Osteichthyes,Aulopiformes,Synodontidae,Synodus binotatus,Two-spot lizard fish ,"Two-spot lizard fish (English), Twospot lizardfish (English)",Twospot Lizardfish
Osteichthyes,Aulopiformes,Synodontidae,Synodus dermatogenys,Sand lizardfish ,"Banded lizardfish (English), Clearfin lizardfish (English), Sand lizardfish (English), Two-spot lizardfish (English), Variegated lizardfish (English)",Banded Lizardfish
Osteichthyes,Aulopiformes,Synodontidae,Synodus doaki,Arrowtooth lizardfish ,"Arrowtooth lizardfish (English), Doak's lizardfish (English)",Arrowtooth Lizardfish
Osteichthyes,Aulopiformes,Synodontidae,Synodus hoshinonis,Blackear lizardfish ,"Blackear lizardfish (English), Blackshoulder lizardfish (English)",Blackshoulder Lizardfish
Osteichthyes,Aulopiformes,Synodontidae,Synodus indicus,Indian lizardfish ,Indian lizardfish (English),Indian Lizardfish
Osteichthyes,Aulopiformes,Synodontidae,Synodus jaculum,Lighthouse lizardfish ,"Black-tailed lizardfish (English), Javelinfish (English), Lighthouse lizardfish (English), Tail-blotch lizardfish (English), Tailspot lizardfish (English)",Tailspot Lizardfish
Osteichthyes,Aulopiformes,Synodontidae,Synodus kaianus,Gunther's lizardfish ,"Black lizardfish (English), Kaianus lizardfish (English)",Black Lizardfish
Osteichthyes,Aulopiformes,Synodontidae,Synodus macrops,Triplecross lizardfish ,"Big-eyed lizardfish (English), Enigmatic lizardfish (English), Triplecross lizardfish (English)",Triplecross Lizardfish
Osteichthyes,Aulopiformes,Synodontidae,Synodus oculeus,Large-eye lizardfish ,Large-eye lizardfish (English),Large-eye Lizardfish
Osteichthyes,Aulopiformes,Synodontidae,Synodus rubromarmoratus,Redmarbled lizardfish ,Redmarbled lizardfish (English),Redmarbled Lizardfish
Osteichthyes,Aulopiformes,Synodontidae,Synodus sageneus,Speartoothed grinner ,"Banded lizardfish (English), Fishnet lizardfish (English), Netted lizardfish (English), Speartoothed grinner (English)",Fishnet Lizardfish
Osteichthyes,Aulopiformes,Synodontidae,Synodus similis,Lavender lizardfish ,"Ear-spot lizardfish (English), Simile lizardfish (English), Southern lizardfish (English), Streaky lizardfish (English)",Streaky Lizardfish
Osteichthyes,Aulopiformes,Synodontidae,Synodus tectus,Tectus lizardfish ,Tectus lizardfish (English),Tectus Lizardfish
Osteichthyes,Aulopiformes,Synodontidae,Synodus variegatus,Variegated lizardfish ,"Engleman's lizardfish (English), Hoult's lizardfish (English), Reef lizardfish (English), Scaly-cheek lizardfish (English), Variegated lizardfish (English)",Variegated Lizardfish
Osteichthyes,Aulopiformes,Synodontidae,Trachinocephalus trachinus,,,Painted Grinner
Osteichthyes,Batrachoidiformes,Batrachoididae,Batrachomoeus dahli,Dahl's frogfish ,Dahl's frogfish (English),Dahl's Frogfish
Osteichthyes,Batrachoidiformes,Batrachoididae,Batrachomoeus dubius,Eastern frogfish ,"Blotchtail toadfish (English), Brown frogfish (English), Dubious frogfish (English), Eastern frogfish (English)",Eastern Frogfish
Osteichthyes,Batrachoidiformes,Batrachoididae,Batrachomoeus occidentalis,Western frogfish ,Western frogfish (English),Western Frogfish
Osteichthyes,Batrachoidiformes,Batrachoididae,Batrachomoeus rubricephalus,Pinkhead frogfish ,Pinkhead frogfish (English),Pinkhead Frogfish
Osteichthyes,Batrachoidiformes,Batrachoididae,Batrachomoeus trispinosus,Three-spined frogfish ,"Broadbent's frogfish (English), Threespine frogfish (English), Threespine toadfish (English), Three-spined frogfish (English)",Threespine Frogfish
Osteichthyes,Batrachoidiformes,Batrachoididae,Halophryne diemensis,Banded frogfish ,"Australian frogfish (English), Banded frogfish (English), Banded toadfish (English), Bastard stonefish (English), Devil-fish (English), Northern frogfish (English), Stonefish (English), Wirrarook (English)",Banded Frogfish
Osteichthyes,Batrachoidiformes,Batrachoididae,Halophryne ocellatus,Ocellate frogfish ,"Ocellate frogfish (English), Ocellated frogfish (English)",Ocellate Frogfish
Osteichthyes,Batrachoidiformes,Batrachoididae,Halophryne queenslandiae,Sculptured frogfish ,"Queensland toadfish (English), Sculptured frogfish (English), Southern frogfish (English)",Sculptured Frogfish
Osteichthyes,Beloniformes,Belonidae,Ablennes hians,Flat needlefish ,"Barred longtom (English), Barred needle fish (English), Flat needlefish (English), Longtom (English)",Barred Longtom
Osteichthyes,Beloniformes,Belonidae,Platybelone platyura,Keeled needlefish ,,
Osteichthyes,Beloniformes,Belonidae,Strongylura incisa,Reef needlefish ,"Driller's long-tom (English), Moguya (English), Mougwai (English), Reef longtom (English), Reef needlefish (English)",Reef Longtom
